observer;recording_file;date;time_start;tree;nest;entry;bird_id;at_nest;in_nest;building;note
Andrés;;12_12_20;10_08;78;A;;;;;;
Andrés;;12_12_20;10_12;30;A;1;S4X;;1;1;S48 or S49
Andrés;;12_12_20;10_19;36;A;;un;1;;;
Andrés;;12_12_20;10_19;36;B;1;un;;1;1;
Andrés;;12_12_20;10_19;36;;;un;;;;at tree
Andrés;;12_12_20;10_19;36;D;1;X;;1;;
Andrés;;12_12_20;10_19;36;D;1;X;;1;;
Andrés;;12_12_20;10_25;37;C;;E41;1;;;
Andrés;;12_12_20;10_25;37;C;;un;1;;;
Andrés;;12_12_20;10_25;37;A;;T44;1;;;
Andrés;;12_12_20;10_25;37;A;;un;1;;;
Andrés;;12_12_20;10_25;37;A;;J78;;;;
Andrés;;12_12_20;10_25;37;A;;D39;;;;
Andrés;;12_12_20;10_25;37;A;;E23;;;;
Andrés;;12_12_20;10_25;37;;;S38;;;;at tree
Andrés;;12_12_20;10_34;35;;;;;;;
Andrés;;12_12_20;10_38;34;A;1;un;;1;;
Andrés;;12_12_20;10_41;39;A;1;S01;1;1;1;
Andrés;;12_12_20;10_44;38;A;;un;1;;;
Andrés;;12_12_20;10_44;38;A;1;un;;1;;
Andrés;;12_12_20;10_48;31;;;;;;;
Andrés;;12_12_20;10_50;32;D;1;I80;;1;;
Andrés;;12_12_20;10_50;32;A;;I8X;1;;;
Andrés;;12_12_20;10_50;32;;;un;;;;at tree
Andrés;;12_12_20;10_50;32;D;;P51;;;;
Andrés;;12_12_20;10_50;32;C;1;H43;;1;;
Andrés;;12_12_20;10_50;32;C;;I05;1;;;
Andrés;;12_12_20;10_50;32;A;1;E45;;1;1;
Andrés;;12_12_20;11_04;33;;;;;;;
Andrés;;12_12_20;11_20;27;A;1;S2X;;1;1;
Andrés;;12_12_20;11_20;27;A;1;J24;;1;1;
Andrés;;12_12_20;11_20;27;A;1;un;1;1;1;
Andrés;;12_12_20;11_20;27;A;1;I00;;1;1;
Andrés;;12_12_20;11_32;26;;;;;;;
Andrés;;12_12_20;11_36;25;B;;un;1;;;
Andrés;;12_12_20;11_36;25;B;2;un;;1;;
Andrés;;12_12_20;11_36;25;G;1;X09;;1;1;X09 or L09
Andrés;;12_12_20;11_36;25;F;;K76;1;;;
Andrés;;12_12_20;11_36;25;F;;L08;1;;;
Andrés;;12_12_20;11_36;25;F;;J03;;;;
Andrés;;12_12_20;11_36;25;;;R86;;;;at tree
Andrés;;12_12_20;11_36;25;F;;S28;;;;
Andrés;;12_12_20;11_51;24;G;1;G74;;1;;
Andrés;;12_12_20;11_51;24;G;;S45;1;;1;
Andrés;;12_12_20;11_51;24;F;1;L22;1;1;;
Andrés;;12_12_20;11_51;24;D;1;H51;;1;;
Andrés;;12_12_20;11_51;24;B;;un;1;;1;
Andrés;;12_12_20;11_51;24;A;1;L14;;1;;
Andrés;;12_12_20;11_58;41;A;1;S34;;1;1;
Andrés;;12_12_20;12_04;13;A;2;R20;;1;1;
Andrés;;12_12_20;12_04;13;A;;T94;1;;;
Andrés;;12_12_20;12_09;14;A;4;un;;1;;
Andrés;;12_12_20;12_13;17;A;;;;;;
Andrés;;12_12_20;12_15;18;A;;;;;;
Andrés;;12_12_20;12_16;19;A;;;;;;
Andrés;;12_12_20;12_19;21;A;;;;;;
Andrés;;12_12_20;12_22;22;A;3;un;;1;;
Andrés;;12_12_20;12_22;22;A;3;un;;1;;
Andrés;;12_12_20;12_28;1;A;;un;1;;;
Andrés;;12_12_20;12_28;1;A;;E36;1;;;
Andrés;;12_12_20;12_32;2;A;5;un;;1;;
Andrés;;12_12_20;12_32;2;A;5;un;;1;;
Andrés;;12_12_20;12_32;2;A;5;collar;;1;;
Andrés;;12_12_20;12_38;3;A;;;;;;
Andrés;;12_12_20;12_40;4;A;;;;;;
Andrés;;12_12_20;12_41;5;A;;;;;;
Andrés;;12_12_20;12_44;7;A;6;J13;;1;1;
Andrés;;12_12_20;12_44;7;A;6;J46;;1;1;
Andrés;;12_12_20;12_50;8;A;;un;1;;1;
Andrés;;12_12_20;12_53;9;A;;;;;;
Andrés;;12_12_20;12_56;10;A;;;;;;
Andrés;;12_12_20;12_58;9;A;4;R18;;1;1;
Andrés;;12_12_20;12_58;9;A;4;T71;1;;1;
Andrés;;12_12_20;13_03;11;A;;;;;;
Andrés;;12_12_20;13_05;12;A;;un;1;;;
Andrés;;12_12_20;13_05;12;A;;T24;1;;;
Andrés;;12_12_20;13_05;12;A;;N23;;;;
Andrés;;12_12_20;13_30;78;A;;;;;;
Andrés;;12_12_20;13_32;79;A;;PX8;1;;;
Andrés;;12_12_20;13_36;80;A;;;;;;
Andrés;;12_12_20;13_41;83;A;;;;;;
Andrés;;12_12_20;13_42;84;A;1;T74;;1;;
Andrés;;12_12_20;13_42;84;A;1;T72;;1;;
Andrés;;12_12_20;13_48;81;A;1;J56;;1;1;
Andrés;;12_12_20;13_55;82;A;;;;;;
Andrés;;12_12_20;14_03;40;A;;;;;;
Andrés;;12_12_20;14_06;36;B;1;un;;1;;
Andrés;;12_12_20;14_06;36;B;;un;1;;;
Andrés;;12_12_20;14_13;37;A;;D39;1;;;
Andrés;;12_12_20;14_13;37;A;;X;1;;;
Andrés;;12_12_20;14_18;35;;;;;;;
Andrés;;12_12_20;14_22;34;A;1;un;;1;;
Andrés;;12_12_20;14_24;39;A;1;un;;1;;
Andrés;;12_12_20;14_25;38;A;;;;;;
Andrés;;12_12_20;14_28;31;B;1;un;;1;1;
Andrés;;12_12_20;14_31;30;A;1;S49;;1;1;
Andrés;;12_12_20;14_31;30;A;;K48;1;;;
Andrés;;12_12_20;14_39;32;D;1;I80;1;1;1;
Andrés;;12_12_20;14_39;32;D;;EX7;1;;;
Andrés;;12_12_20;14_39;32;D;;EX4;1;;maybe E84;
Andrés;;12_12_20;14_39;32;D;1;T0X;;1;;
Andrés;;12_12_20;14_39;32;C;1;I0X;1;;;
Andrés;;12_12_20;14_39;32;A;1;X;;1;1;
Andrés;;12_12_20;14_48;33;;;;;;;
Andrés;;12_12_20;14_55;27;A;1;un;;1;;
Andrés;;12_12_20;14_55;27;A;;S25;1;;1;
Andrés;;12_12_20;14_55;27;A;;un;1;;1;
Andrés;;12_12_20;15_02;26;;;;;;;
Andrés;;12_12_20;15_09;43;;;;;;;
Andrés;;12_12_20;15_13;24;F;1;L22;;1;;
Andrés;;12_12_20;15_13;24;E;;S57;1;;1;
Andrés;;12_12_20;15_13;24;E;;P69;1;;;
Andrés;;12_12_20;15_13;24;G;1;G74;;1;;
Andrés;;12_12_20;15_13;24;G;1;collar;;1;;
Andrés;;12_12_20;15_21;25;B;;T94;;;;
Andrés;;12_12_20;15_21;25;B;2;K76;;1;;
Andrés;;12_12_20;15_21;25;B;1;un;;1;;
Andrés;;12_12_20;15_21;25;H;;I94;1;;1;
Andrés;;12_12_20;15_21;25;F;;un;1;;;
Andrés;;12_12_20;15_21;25;A;;S09;1;;;
Andrés;;12_12_20;15_21;25;A;;S10;1;;;
Andrés;;12_12_20;15_34;41;A;;;;;;
Andrés;;12_12_20;15_36;13;A;;S07;1;;1;
Andrés;;12_12_20;15_39;14;A;;;;;;
Andrés;;12_12_20;15_41;17;A;;;;;;
Andrés;;12_12_20;15_42;18;A;1;un;;1;;
Andrés;;12_12_20;15_42;18;A;1;T81;;1;1;
Andrés;;12_12_20;15_47;19;A;;;;;;
Andrés;;12_12_20;15_51;21;A;;unknown;1;;;
Andrés;;12_12_20;15_53;22;A;;;;;;
Andrés;;15_12_20;11_31;1;A;;un;1;;;
Andrés;;15_12_20;11_31;1;A;1;un;;1;;
Andrés;;15_12_20;11_36;2;A;;un;1;;;
Andrés;;15_12_20;11_36;2;A;;un;1;;;
Andrés;;15_12_20;11_36;2;A;;un;1;;;
Andrés;;15_12_20;11_36;2;A;7;un;;1;;
Andrés;;15_12_20;11_43;3;A;;collar;1;;;
Andrés;;15_12_20;11_43;3;A;;un;1;;;
Andrés;;15_12_20;11_43;3;A;4;un;;1;;
Andrés;;15_12_20;11_48;5;A;;un;1;;;
Andrés;;15_12_20;11_48;5;A;;E36;1;;;
Andrés;;15_12_20;11_48;5;A;;T9X;1;;1;
Andrés;;15_12_20;11_55;7;A;1;J13;;1;;eating bread
Andrés;;15_12_20;12_00;8;A;;;;;;
Andrés;;15_12_20;12_02;9;A;;T71;1;;1;
Andrés;;15_12_20;12_02;9;A;4;R18;1;;1;
Andrés;;15_12_20;12_09;10;A;;;;;;
Andrés;;15_12_20;12_12;11;A;;;;;;
Andrés;;15_12_20;12_15;12;A;1;un;1;;1;
Andrés;;15_12_20;12_15;12;A;1;T24;;1;;
Andrés;;15_12_20;12_21;41;A;;;;;;
Andrés;;15_12_20;12_23;13;A;3;D86;;1;;
Andrés;;15_12_20;12_23;13;A;3;N23;;1;;
Andrés;;15_12_20;12_28;14;A;;M38;1;;1;
Andrés;;15_12_20;12_28;14;A;;L35;1;;1;
Andrés;;15_12_20;12_34;17;A;;;;;;
Andrés;;15_12_20;12_36;18;A;;J43;1;;;
Andrés;;15_12_20;12_36;18;A;;un;1;;;
Andrés;;15_12_20;12_39;19;A;1;T81;;1;;
Andrés;;15_12_20;12_39;19;A;1;un;;1;;
Andrés;;15_12_20;12_45;21;A;;T49;1;;;
Andrés;;15_12_20;12_45;21;A;2;i14;1;1;1;
Andrés;;15_12_20;12_45;21;A;;un;1;;;
Andrés;;15_12_20;12_45;21;A;;un;1;;;
Andrés;;15_12_20;12_52;22;A;;un;1;;1;
Andrés;;15_12_20;12_52;22;A;;un;1;;;
Andrés;;15_12_20;12_52;22;A;;un;1;;;
Andrés;;15_12_20;13_04;78;A;;;;;;
Andrés;;15_12_20;13_07;79;A;;KXX;;;;
Andrés;;15_12_20;13_13;80;A;;;;;;
Andrés;;15_12_20;13_19;81;A;2;J56;;1;;
Andrés;;15_12_20;13_26;82;A;;;;;;
Andrés;;15_12_20;13_33;83;A;;un;1;;1;
Andrés;;15_12_20;13_36;84;A;;;;;;
Andrés;;15_12_20;13_53;84;A;1;T72;;1;;
Andrés;;15_12_20;13_53;84;A;;unknown;1;;;
Andrés;;15_12_20;14_02;36;;;;;;;
Andrés;;15_12_20;14_08;37;B;;D39;1;;;
Andrés;;15_12_20;14_08;37;B;;E23;1;;;
Andrés;;15_12_20;14_08;37;A;;un;1;;;
Andrés;;15_12_20;14_08;37;B;1;un;;1;;
Andrés;;15_12_20;14_14;35;B;1;T44;;1;1;
Andrés;;15_12_20;14_21;34;A;1;un;;1;1;
Andrés;;15_12_20;14_36;32;A;;E4X;;;;
Andrés;;15_12_20;14_36;32;D;;PX1;;;;
Andrés;;15_12_20;14_42;39;A;1;un;;1;;
Andrés;;15_12_20;14_45;38;A;;;;;;
Andrés;;15_12_20;14_48;31;;;;;;;
Andrés;;15_12_20;14_54;30;;;;;;;
Andrés;;15_12_20;15_05;24;G;1;collar;;1;1;
Andrés;;15_12_20;15_05;24;B;;I87;1;;;
Andrés;;15_12_20;15_05;24;G;1;G74;;1;1;
Andrés;;15_12_20;15_05;24;C;;H51;;1;1;
Andrés;;15_12_20;15_05;24;C;;un;1;;1;
Andrés;;15_12_20;15_22;25;G;1;L09;;1;1;
Andrés;;15_12_20;15_22;25;F;;I94;1;;;
Andrés;;15_12_20;15_22;25;B;2;K76;;;;
Andrés;;15_12_20;15_31;26;;;;;;;
Andrés;;15_12_20;15_35;27;;;;;;;
Andrés;;15_12_20;15_43;41;A;;;;;;
Andrés;;15_12_20;15_45;13;A;;;;;;
Andrés;;15_12_20;15_47;14;A;;;;;;
Andrés;;15_12_20;15_48;17;A;;;;;;
Andrés;;15_12_20;15_49;18;A;;un;1;;;
Andrés;;15_12_20;15_51;19;A;;;;;;
Andrés;;15_12_20;15_54;21;A;;collar;1;;;
Andrés;;15_12_20;15_54;21;A;;unknown;1;;1;
Andrés;;15_12_20;15_59;22;A;;un;1;;;
Andrés;;15_12_20;15_59;22;A;;N0X;1;;;
Andrés;;15_12_20;15_59;22;A;;unknown;1;;;
Andrés;;17_12_20;09_33;83;A;;;;;;
Andrés;;17_12_20;09_36;84;A;;;;;;
Andrés;;17_12_20;09_38;81;A;;;;;;
Andrés;;17_12_20;09_44;82;A;;;;;;
Andrés;;17_12_20;09_55;40;;;;;;;
Andrés;;17_12_20;09_57;36;F;1;un;;1;;
Andrés;;17_12_20;09_57;36;F;1;K87;;1;;
Andrés;;17_12_20;10_04;37;;;;;;;
Andrés;;17_12_20;10_07;35;;;;;;;
Andrés;;17_12_20;10_12;34;A;;un;1;;;
Andrés;;17_12_20;10_12;34;A;;un;1;;;
Andrés;;17_12_20;10_16;33;;;;;;;
Andrés;;17_12_20;10_19;32;;;;;;;
Andrés;;17_12_20;10_23;39;;;;;;;
Andrés;;17_12_20;10_23;38;;;;;;;
Andrés;;17_12_20;10_26;31;;;;;;;
Andrés;;17_12_20;10_30;30;;;;;;;
Andrés;;17_12_20;10_38;80;;;;;;;
Andrés;;17_12_20;10_42;79;;;;;;;
Andrés;;17_12_20;10_44;78;;;;;;;
Andrés;;17_12_20;10_49;41;A;;S34;1;;;
Andrés;;17_12_20;10_49;41;A;;R83;1;;1;
Andrés;;17_12_20;10_54;13;A;;;;;;
Andrés;;17_12_20;10_57;14;A;;E01;1;;;
Andrés;;17_12_20;10_57;14;A;;un;1;;;
Andrés;;17_12_20;10_57;14;A;;M38;1;;;
Andrés;;17_12_20;10_57;14;A;;un;1;;;
Andrés;;17_12_20;11_03;17;A;;;;;;
Andrés;;17_12_20;11_05;18;A;;J43;1;;;
Andrés;;17_12_20;11_05;18;A;;unknown;1;;;
Andrés;;17_12_20;11_08;19;A;;;;;;
Andrés;;17_12_20;11_11;21;A;;;;;;
Andrés;;17_12_20;11_14;22;A;3;un;;1;1;
Andrés;;17_12_20;11_29;1;A;;;;;;
Andrés;;17_12_20;11_32;2;A;;un;1;;;
Andrés;;17_12_20;11_32;2;A;5;un;;1;;
Andrés;;17_12_20;11_32;2;A;5;un;;1;;
Andrés;;17_12_20;11_37;3;A;;un;1;;1;
Andrés;;17_12_20;11_39;4;A;;;;;;
Andrés;;17_12_20;11_42;5;A;;un;1;;1;
Andrés;;17_12_20;11_42;5;A;;T90;1;;;
Andrés;;17_12_20;11_42;5;A;;T63;1;;;
Andrés;;17_12_20;11_48;7;A;;;;;;
Andrés;;17_12_20;11_50;8;A;;;;;;
Andrés;;17_12_20;11_53;9;A;;;;;;
Andrés;;17_12_20;11_56;10;A;;K41;1;;;
Andrés;;17_12_20;11_56;10;A;;un;1;;;
Andrés;;17_12_20;12_01;11;A;;;;;;
Andrés;;17_12_20;12_04;12;A;;;;;;
Andrés;;17_12_20;12_10;24;C;1;H51;;1;;
Andrés;;17_12_20;12_10;24;C;1;un;;1;;
Andrés;;17_12_20;12_10;24;G;1;X;;1;;
Andrés;;17_12_20;12_16;25;F;;un;1;;;
Andrés;;17_12_20;12_16;25;;;X;1;;;on tree
Andrés;;17_12_20;12_24;26;;;;;;;
Andrés;;17_12_20;12_28;27;A;;X;1;;1;
Andrés;;17_12_20;12_39;54;A;1;un;;1;;
Andrés;;17_12_20;12_41;76;A;;;;;;
Andrés;;17_12_20;12_44;53;A;;;;;;
Andrés;;17_12_20;12_46;52;A;;;;;;
Andrés;;17_12_20;12_51;55;A;3;S15;;1;1;
Andrés;;17_12_20;12_51;55;A;;un;1;;;
Andrés;;17_12_20;12_51;55;A;;un;1;;;
Andrés;;17_12_20;12_51;55;A;;S35;1;;1;
Andrés;;17_12_20;12_51;55;A;;un;1;;;
Andrés;;17_12_20;12_51;55;A;;un;1;;;
Andrés;;17_12_20;12_51;55;A;;un;1;;;
Andrés;;17_12_20;12_57;71;A;;;;;;
Andrés;;17_12_20;12_59;77;B;;un;1;;;
Andrés;;17_12_20;12_59;77;B;;un;1;;1;
Andrés;;17_12_20;13_07;34;A;;un;1;;;
Andrés;;17_12_20;13_12;35;;;;;;;
Andrés;;17_12_20;13_18;37;;;;;;;
Andrés;;17_12_20;13_22;36;D;1;S28;1;1;;
Andrés;;17_12_20;13_31;81;A;;;;;;
Andrés;;17_12_20;13_36;82;A;;;;;;
Andrés;;17_12_20;13_42;84;A;;;;;;
Andrés;;17_12_20;13_43;83;A;1;un;;1;1;
Andrés;;17_12_20;13_43;83;A;1;un;;1;1;
Andrés;;17_12_20;14_02;80;A;;;;;;
Andrés;;17_12_20;14_04;79;A;;;;;;
Andrés;;17_12_20;14_05;78;A;;;;;;
Andrés;;17_12_20;14_09;12;A;2;un;1;;1;
Andrés;;17_12_20;14_12;11;A;;;;;;
Andrés;;17_12_20;14_16;10;A;;;;;;
Andrés;;17_12_20;14_18;9;A;;;;;;
Andrés;;17_12_20;14_21;8;A;;;;;;
Andrés;;17_12_20;14_24;7;A;6;J13;;1;1;
Andrés;;17_12_20;14_31;5;A;;un;1;;1;
Andrés;;17_12_20;14_31;5;A;;un;1;;1;
Andrés;;17_12_20;14_33;4;A;5;E36;1;1;1;
Andrés;;17_12_20;14_33;4;A;;un;1;;;
Andrés;;17_12_20;14_39;3;A;;un;1;;;
Andrés;;17_12_20;14_39;3;A;;un;1;;1;
Andrés;;17_12_20;14_43;2;A;;un;1;;;
Andrés;;17_12_20;14_43;2;A;6;un;1;;1;
Andrés;;17_12_20;14_47;1;A;;un;1;;1;
Andrés;;17_12_20;14_49;22;A;3;un;1;;1;
Andrés;;17_12_20;14_49;22;A;3;un;1;;1;
Andrés;;17_12_20;14_49;22;A;3;un;;1;1;
Andrés;;17_12_20;14_53;21;A;;un;1;;1;
Andrés;;17_12_20;14_58;19;A;;;;;;
Andrés;;17_12_20;14_59;18;A;;;;;;
Andrés;;17_12_20;15_06;17;A;;;;;;
Andrés;;17_12_20;15_09;14;A;;;;;;
Andrés;;17_12_20;15_11;13;A;3;D86;1;1;1;
Andrés;;17_12_20;15_16;41;A;;;;;;
Andrés;;17_12_20;15_22;24;E;1;S17;;1;1;
Andrés;;17_12_20;15_22;24;F;1;un;1;1;1;
Andrés;;17_12_20;15_22;24;B;;N74;1;;1;
Andrés;;17_12_20;15_22;24;B;;un;1;;;
Andrés;;17_12_20;15_28;25;G;;L15;1;;1;
Andrés;;17_12_20;15_28;25;G;1;LX9;1;1;1;L09 maybe
Andrés;;17_12_20;15_28;25;B;2;un;;1;;
Andrés;;17_12_20;15_36;26;;;;;;;
Andrés;;17_12_20;15_40;27;A;;;;;;
Andrés;;17_12_20;15_46;34;A;;un;1;;1;
Andrés;;17_12_20;15_46;34;A;;un;1;;1;
Andrés;;17_12_20;15_46;34;A;;P64;1;;1;
Andrés;;17_12_20;15_51;33;;;;;;;
Andrés;;17_12_20;15_59;32;;;;;;;
Andrés;;17_12_20;16_02;38;;;;;;;
Andrés;;17_12_20;16_03;39;;;;;;;
Andrés;;17_12_20;16_05;31;;;;;;;
Andrés;;17_12_20;16_09;30;;;;;;;
Andrés;;19_12_20;09_44;83;A;1;un;;1;;
Andrés;;19_12_20;09_44;83;A;1;un;;1;;
;;;09_46;84;A;;T74;1;;;
;;;09_46;84;A;;T72;1;;;
;;;09_48;81;A;;;;;;
;;;09_54;82;A;;;;;;
;;;10_03;40;;;;;;;
;;;10_05;36;A;;un;1;;;
;;;10_05;36;A;;un;1;;;
;;;10_05;36;B;;un;1;;1;
;;;10_05;36;F;;un;1;;;
;;;10_05;36;D;;S47;1;;1;
;;;10_05;36;D;;un;;1;;
;;;10_14;37;A;;E23;1;;;
;;;10_14;37;A;2;J78;1;;1;
;;;10_20;35;B;1;un;1;1;1;
;;;10_27;34;;;un;1;;1;Looks like they are building another nest
;;;10_27;34;;;un;1;;1;Looks like they are building another nest
;;;10_27;34;A;;un;1;;;
;;;10_27;34;A;;un;1;;;
;;;10_35;33;E;;E84;1;;;
;;;10_35;33;E;;E88;1;;1;
;;;10_35;33;E;;E87;1;;1;
;;;10_35;33;A;;P76;1;;;
;;;10_35;33;A;1;K52;;1;1;
;;;10_43;32;D;1;I80;;1;1;
;;;10_43;32;D;2;P51;;1;1;
;;;10_43;32;D;;un;1;;;
;;;10_43;32;;;T99;1;;;
;;;10_52;39;A;1;S31;;1;;
;;;10_52;39;A;1;un;;1;;
;;;10_57;38;A;;;;;;
;;;11_01;31;B;;un;1;;1;
;;;11_01;31;B;;unknown;1;;;
;;;11_09;30;A;;S49;1;;;
;;;11_09;30;A;;K48;1;;;
;;;11_19;24;D;;H51;1;;;
;;;11_19;24;C;1;un;;1;;
;;;11_19;24;B;;un;;;1;It looks more like destroying
;;;11_19;24;G;1;collar;;1;;
;;;11_26;25;G;1;L09;;1;1;
;;;11_26;25;;;K76;;;1;looks like building a new nest
;;;11_26;25;;;H83;1;;;
;;;11_26;25;;;collar;1;;;
;;;11_26;25;E;1;E93;;1;;
;;;11_26;25;E;1;G73;;1;;
;;;11_35;26;A;1;un;;1;1;
;;;11_35;26;A;;X;1;;;too far to ID
;;;11_42;27;;;;;;;
;;;11_54;54;A;1;un;;1;;
;;;11_54;54;A;1;T84;;1;1;
;;;11_58;76;;;;;;;
;;;12_02;55;A;;un;1;;1;
;;;12_02;55;A;;un;1;;1;
;;;12_02;55;A;;un;1;;;
;;;12_05;56;A;;;;;;
;;;12_06;71;A;;;;;;
;;;12_08;77;B;1;un;;1;;
;;;12_21;41;A;;;;;;
;;;12_23;13;A;1;R20;;1;1;
;;;12_23;13;A;;S07;1;;;
;;;12_23;13;A;;T96;1;;1;
;;;12_29;14;A;;L35;1;;;
;;;12_29;14;A;;M38;1;;;
;;;12_36;17;A;;;;;;
;;;12_39;18;A;;T81;1;;1;
;;;12_42;19;A;;un;1;;;
;;;12_42;19;A;;T81;1;;;
;;;12_46;21;A;;;;;;
;;;12_54;1;A;1;T93;1;1;1;
;;;12_54;1;A;2;X;;1;1;
;;;12_54;1;A;2;T78;;1;1;
;;;12_54;1;A;;un;1;;;
;;;12_54;1;A;;un;1;;;
;;;12_54;1;A;3;S33;;1;;
;;;12_54;1;A;;un;1;;1;
;;;13_04;2;A;8;un;1;;1;
;;;13_04;2;A;3;un;1;;1;
;;;13_04;2;A;1;un;1;;;
;;;13_04;2;A;1;un;1;;;
;;;13_04;2;A;1;collar;1;;;
;;;13_11;3;A;;;;;;
;;;13_14;4;A;;;;;;
;;;13_16;5;A;;un;1;;1;
;;;13_16;5;A;;un;1;;1;
;;;13_16;5;A;5;un;1;;1;
;;;13_16;5;A;;un;1;;;
;;;13_16;5;A;;T63;1;;;
;;;13_16;5;A;;T90;;;;
;;;13_23;7;A;;;;;;
;;;13_26;8;A;;un;1;;;
;;;13_26;8;A;2;un;;1;1;
;;;13_30;9;A;;;;;;
;;;13_35;10;A;3;K41;;1;1;
;;;13_37;11;A;;;;;;
;;;13_39;12;A;;N23;1;;;
;;;13_39;12;A;1;un;1;;1;
;;;13_45;78;A;;;;;;
;;;13_49;79;A;;;;;;
;;;13_52;80;A;;;;;;
;;;13_56;81;A;;;;;;
;;;14_01;82;A;;;;;;
;;;14_08;84;A;;T72;1;;;
;;;14_10;83;A;;;;;;
;;;14_16;36;D;;S28;1;;;
;;;14_16;36;D;;S47;1;;;
;;;14_16;36;B;1;un;;1;;
;;;14_16;36;F;;un;1;;;
;;;14_22;37;A;;D39;1;;;
;;;14_22;37;A;;X23;1;;I see F. Since F doesnt exist it can be E or P;
;;;14_27;35;B;1;un;;1;1;
;;;14_31;34;A;1;un;;1;;
;;;14_34;33;;;;;;;
;;;14_37;32;C;1;H43;;1;;
;;;14_37;32;C;;un;1;;1;
;;;14_37;32;A;1;I85;;1;;
;;;14_37;32;A;2;un;;1;;
;;;14_37;32;B;;un;1;;;
;;;14_37;32;D;1;I80;;1;1;
;;;14_45;39;A;;;;;;
;;;14_47;38;A;;un;1;;;
;;;14_47;38;A;;un;1;;;
;;;14_49;31;;;;;;;
;;;14_54;30;;;;;;;
;;;15_03;41;A;;;;;;
;;;15_05;13;A;1;X;;1;;
;;;15_09;14;A;2;K80;1;;1;
;;;15_09;14;A;1;un;;1;;
;;;15_15;17;A;;;;;;
;;;15_18;18;A;;;;;;
;;;15_19;19;A;;;;;;
;;;15_23;21;A;;;;;;
;;;15_28;22;;;;;;;
